,review,review_en
541,移动联通阉割版，内存少了，NFC功能阉割掉了，不满！！！不知道还有什么被阉割掉了，其他正在试用中，反应速度还可以，充电发热，游戏发热，不过可以承受，屏幕显示满意，拍照不错，不过好开始从旧机里转移过来的程序好多回卡一下，不知道什么原因，手会不自觉碰到边上，应用会有反应，包装里自带vr眼镜，要自己组装，包装漂亮，价格再降一点就好了，毕竟是去年的机型，还有就是没法贴膜了，买的膜贴上会有白边，不送膜不送套，套套没来的几天里背壳有点磨痕，不套套感觉有点滑，多一个按键感觉有点多余，指纹识别很灵敏，程序方面希望不要像以前的机型一样，不更新，这是华为的通病，恐怕华为用户都会对此多少有些怨言不满的,"Mobile Unicom castration version, less memory, NFC function castrated out, dissatisfied! ! ! Do not know what else was castrated out, the other are in trial, the reaction speed can be, charging fever, the game fever, but can withstand, the screen display is satisfactory, good pictures, but good start from the old machine transferred over the program a lot of back Card, do not know what the reason, the hand will not consciously encounter the edge, the application will respond, the package comes with vr glasses, to assemble their own, beautifully packaged, the price drop a little better, after all, last year's models , There is no way to foil, buy the film there will be white edge, do not send the film does not send sets, the sleeve did not come a few days back shell a little wear marks, do not feel a bit slippery sleeve, a button feel a little more Superfluous, fingerprinting is very sensitive, the program does not hope that the same as the previous models, do not update, this is Huawei's common problem, I am afraid Huawei users are somewhat dissatisfied with this number of complaints"
542,买了很多东西，平时都是去超市买的，京东搞活动，超便宜,"Bought a lot of things, usually go to the supermarket to buy, Jingdong engage in activities, ultra-cheap"
543,我家宝宝非常喜欢啃这个，哈哈。,"My baby likes to eat this very much, ha ha."
544,樱桃都烂了，还快递,"Cherry is rotten, but also express delivery"
545,希望用的可以，不要出什么问题，好评以后再追加,"Hope to use, do not go out any problems, praise after the additional"
546,猫粮本身没有问题，快递太差了，深圳都那么慢，转了几百手，送货的电话都没有说完就挂了，问哪里的快递都不说，气人。,"Cat food itself is no problem, express too bad, Shenzhen are so slow, turn a few hundred hands, the delivery of the phone is not finished hanging, ask where the courier do not say angry."
547,还可以，物流也很快给四星怕你们骄傲,"Also, logistics is also very proud of four stars afraid of you"
548,好吃,good to eat
549,大概是上月24号的订单，这货应是快递员从日本海游泳带回来的吧，快递小哥也牛，以等客户为由不送货叫我去取，太不得劲了,"Probably last month on the 24th of the order, the goods should be brought by the courier from the Sea of ​​Japan to bring it back, courier brother also cows, delivery and other customers on the grounds that I do not take delivery, too hard"
550,内包装粗糙，脏兮兮，令人担心产品质量;不过狗狗是爱吃，，，,"Rough packaging, dirty, worrying about product quality; but the dog is to eat ,,,"
551,有破损，当场赔付了，信誉好！,"Damaged, paid on the spot, good reputation!"
552,190-120活动买的 算的一塌糊涂 不是偶的菜 ☠,190-120 activity to buy the mess is not even a mess
553,还没试吃，应该还可以吧日期是四月份的，时间有点长了，所以给4⭐,"Not try to eat, it should be okay date is April, time is a bit long, so to 4 ⭐"
554,可以可以,"Ok, Ok"
555,手机还可以，系统简洁是我要的基本功能都有，说小米华为系统好的你们就是扯，安卓都一样，只是他们多了全家桶**软件，还是简洁的系统好，要什么功能自己装，15%电量充满要2小时，屏幕也算细腻，除了CPU差点，内存运存小点该有的功能硬件都有了！现在说说缺点，屏幕封边有略微溢胶，充电口插好四周间隙大，2k屏在屏幕里面显示字体太小了这是始料未及的看的有点累，额头刘海很多软件会跳开等于屏幕变小了，不过可以把功能键关掉来提升显示范围，用小圆点代替，最后是品控也是我给三颗星的理由竟然屏幕有个暗点不开心！不过也不换了残缺的美丽！这个手机总体还是可以的第一代总会有很多让人不满的，小米mix不也有，最起码这个两千不到也算良心了！,"The phone is OK, the system is simple is that I want to have the basic functions, that you Xiaomei Huawei system is good, Andrews are the same, but they are more than a bucket of software, or a simple system is good, what function to install , 15% full charge to 2 hours, the screen is also considered delicate, in addition to the CPU almost, the memory of the functional point of the dot have some hardware! Now talk about the shortcomings of the screen edge margin slightly over plastic, charging port inserted around a large gap, 2k screen in the screen to display the font is too small This is an unpleasant look a little tired, many forehead bangs software will jump Equal to the screen becomes smaller, but you can turn off the function keys to enhance the display area, with a small dot instead, the last is quality control is the reason I gave the three stars even the screen has a dark point unhappy! But not for the imperfect beauty! The phone can still be the first generation of the general there are many people dissatisfied, millet mix do not have, at least the two thousand less conscience!"
556,本以为东西是装在玻璃罐子里的，结果收到后这不是一码事，里面其实还是塑料袋装的，而且已涨袋，费了老大劲才拿出来，哎,"I thought the thing is packed in glass jars, the result is not a thing after it is received, which is actually still plastic bags, and bags have been up, took the boss took it out, hey"
557,还哈哈，买多了！,"Also haha, buy more!"
558,很好吃?！！！！,delicious?! ! ! !
559,口感不错，纯可可，无糖。,"Good taste, pure cocoa, sugar-free."
560,抄韭菜真的没的说,Chives copied really did not say
561,还没有吃，不过一直吃的这个口味的,"Have not eaten, but have been eating this taste"
562,马马虎虎,So-so
563,流浪猫咪还喜欢吃。但是看着很渣。,Stray cats also like to eat. But looking very slag.
564,2599入正面挺给力。后面不是很喜欢。总体性能还可以,2599 into the front quite force. Not very like the back. Overall performance is ok
565,好吃☠很喜欢☠,Delicious ☠ like ☠ very much
566,送货快!很好很好很好很好很好很好很好很好很好。,Fast delivery! Very good Very good Very good Very good Very good Very good Very good Very good.
567,老婆很喜欢，说很好吃。,My wife likes it and says it's delicious.
568,味道一般 搞活动买的 只是一包本来就没几块 还几块涨包了 还好京东客服解决了,Taste generally engage in activities to buy only a bag had not even a few up a package okay Jingdong customer service to solve
569,很不错的棒棒糖，好吃,"Very good lollipop, delicious"
570,还可以，，，，,"is acceptable,,,,"
571,发货挺快的，价格也实惠。但是不知道为什么在包装不错的情况下，棕色小包装里基本都有碎的，（摇一摇就听出来沙沙的声音）如图所示。算了，懒得为这个再去申请售后了。,"Very fast delivery, the price is affordable. But do not know why the packaging is good, the basic small brown package has broken, (shakes to hear the sound of rustling) as shown. Forget it, too lazy to apply for this after-sales."
