,review,review_en
1895,哎，收到手机后各种坎坷，冒着雨去领快递，拆开快递的时候，真是吓一跳。1.拆开包裹的那一瞬间，心凉凉的，里面连个真空，保护膜都没有。2.我也在印刷厂里面做过，你别逗我说明书上脏都要不成了，这种东西都还能发出来，我也是醉了，难道他们厂里面管的不严还是怎幺说。算了，这些都懒得说了，我都欣然接受，只不过最严重的一个问题就是手机充电器接口旁边有个，磨花的情况，这是怎幺回事？我怀疑是被人用过的，哎懒得退了，买都买了，唉！ 最后像他们说的一样，手机屏幕上是不平的，一边凹一边凸是怎幺回事啊&equiv;￣﹏￣&equiv; 我呢不是锤粉，但我也不是来，黑锤粉的，我只是想用，是，实际行动来证明，手机虽然漂亮的不像实力派，但好多地方都有，他一定的毛病，希望，就是想入手买一买的人，大家考虑了以后，再买，手机，不发烫，这确实挺好，音质吧一般般吧，本人不是那种很爱听音乐的人，所以对音质没有什幺多大的追求，4星给锤子科技的团队。,"Hey, after receiving all kinds of bumpy cell phone, take the rain to receive the courier, opened the courier, it really surprised. 1. Unwrap the package that moment, the heart cool, which even a vacuum, protective film are not. 2. I have also done in the printing house, you do not tease me manual dirty on the end, this thing can still be sent out, I am also drunk, do not control their factory inside the tube or how to say. Well, these are too lazy to say, I am glad to accept, but one of the most serious problem is there next to the phone charger interface, grinding flowers, what is this? I suspect it was used, hey lazy to retreat, buy all bought, alas! Finally, as they say, the phone screen is uneven, while the concave side of the convex is what ah ah equals; ¯ ﹏ ¯ & equiv; I do not hammer the powder, but I do not come, black powder, I just Want to use, is that the actual action to prove that although the phone is not beautiful, like strength, but many places have, he must have some problems, hope is to start buying a person to buy, we consider later, buy, phone , Not hot, this is really good, sound quality like it, I am not the kind of people who love to listen to music, so no big deal on the sound quality, 4 stars to Hammer technology team."
1896,还没让狗狗品尝，包装挺好哒,"Have not let the dog taste, packaging is very good"
1897,bnnj流量监控哦摸摸你,bnnj flow monitoring oh touch you
1898,牛肉味的湿粮，猫咪很爱吃。,"Wet taste of beef grain, cats love to eat."
1899,收到包裹，里面还有冰袋，满意。确认收货时才发现超过49原本应该包邮的订单被扣了五元运费。与客服联系，得到的回复是苏州对于商家来讲是偏远地区，我就只能呵呵了，对产品的一点好感立马荡然无存。,"Received parcel, there are ice packs, satisfied. Confirm receipt only to find that more than 49 should have been shipping orders were deducted five yuan freight. Contact with customer service, the reply is received Suzhou is a remote area for businesses, I can only Oh, the product a little favored immediately vanished."
1900,太香了，狗狗超爱吃，连猫主子都不再矜持了。,"Too fragrant, dogs love to eat, even the cat owner are no longer reserved."
1901,狗狗不喜欢，味道有点臭臭的感觉,Dogs do not like the smell a little smelly feeling
1902,不新鲜 保鲜不怎么样,Not fresh fresh not very good
1903,有点大，感觉不是36码。还行吧,"A bit big, I feel not 36 yards. Okay"
1904,口感不错味道不错,Good taste good taste
1905,赠品来的，不知道好不好,"Gifts come, do not know whether it is good or not"
1906,不错，就是做巧克力花用了一次,"Yes, chocolate is spent once"
1907,感觉一般，味道重，好像不是天然粮，包装字体有些模糊,"Feel in general, taste heavy, it seems not natural grain, packaging fonts a bit fuzzy"
1908,还没开吃，给个4分吧,"Not eat, give it 4 points"
1909,还不错！就是快递送的时候出了点小插曲！ 买的东西较多，点收货点错了！ 又和快递小哥联系的，结果他已经送完货走了，把我的给落下了！,"not bad! Express delivery is a little episode! To buy more, the point of receipt is wrong! And courier brother contact, the result he had to send the goods to go, to my down!"
1910,大小正好很喜欢,The size is just like
1911,首先，物流还是棒棒哒。 手机呢，就这个配置来说还是可以的。 电池正常一天一充。 手感还是可以的 指纹解锁特别灵敏 本机自带程序比较多，不过有的可以删除 打王者有点稍微有点卡，发热快（打游戏）但不是太热 出现过一次闪退 手机就是这么多了，才一天多点。期待后面的表现 送的耳机还是可以的，音质重低音都不错。京东上单耳机标价就99。日后再来追平,"First, the logistics is still very good. Mobile phone, this configuration is still possible. Battery normal one day charge. Feel the fingerprinting is still very sensitive to the local program comes with more, but some can delete the king to play a little bit a little card, fever (playing the game) but not too hot There has been a flashback Mobile phone is so much, Only one day more. Looking forward to the performance of the headphones to send back or can, sound quality bass are good. Jingdong price of a single headset on the 99. Come back in the future to tie"
1912,相当不错就是价格小贵,Quite a good price is expensive
1913,差劲☠☠☠差劲☠☠☠差劲 还不如超市五块钱的软糖好吃呢,Poor ☠☠☠ poor ☠☠☠ poor performance is not as good as the five yuan supermarket gummy delicious
1914,味道不错日期也新鲜,"Good taste, fresh dates"
1915,赞一下京东快递下雪也照样送货，手机很好拿到手就升到8.0的系统。,"Like the Jingdong Express snow is still the same delivery, the phone is good to get the hand rose to 8.0 system."
1916,我家狗狗爱吃，价格便宜，我家狗狗喜欢。,"My dog ​​likes to eat, the price is cheap, my dog ​​likes it."
1917,我很少给差评，这个明明写着银鱼干，里面却混了一半的虾干。真是无良商家。当消费者是瞎的吗？！,"I rarely give a bad review, this clearly says dried whitebait, which mixed half of the shrimp. Really unscrupulous businessmen. When consumers are blind? !"
1918,快递很慢 真的很慢 等了好久 还好买的早 不认就耽误了 希望加强快递,Very slow really slow waiting for a long time to buy a long time before I did not recognize the delay in the hope of strengthening courier
1919,东西挺好，味道不错，准备碗仔翅试下,"Things are good, good taste, ready to bowl test"
1920,第一次买这个无骨鸭掌，不知道好不好吃！无肉不欢，零食当然也要肉肉肉啊，买了一堆好吃的！,"The first time to buy this boneless duck palm, do not know really delicious! No frivolous, snacks of course meat, ah, bought a bunch of delicious!"
1921,速度太慢了，质量优秀，服务态度很好！以后能提速吗？,"Speed ​​is too slow, excellent quality, good service attitude! Can you speed up later?"
1922,当天买当天到，但是吧，有点丑诶....边框太宽了，摄像头，像素肯定也不行....还有很多很多毛病的呢！,"The same day to buy the day, but right, a little ugly 诶 .... border too wide, camera, pixel certainly not work .... There are many, many problems!"
1923,。糖挺好吃的，颜值也很高！！！主要是很可爱,". Sugar is delicious, the value is also high! ! ! Mainly very cute"
1924,之前用的就是彩虹的电热毯，相信品牌相信京东，物流超级给力，可以安心过个暖冬啦。,"Before the rainbow blanket is used, I believe the brand believes Jingdong, super logistics to force, you can feel at ease through a warm winter friends."
1925,怡浓巧克力我觉得可以、所以第二次购买，发货也很快。这次包装不好，箱里的冷冰袋破了。滿箱湿糊糊的。,"Yi Nong chocolate I think so, so the second purchase, delivery soon. The packaging is not good, the box of cold ice bag broke. Full box of wet paste."
1926,感觉还不错吧，日期是今年的，但是快递有点慢了，差不多用了三天。总体来说还可以接受。,"Feel pretty good, the date is this year, but the courier is a bit slow, almost spent three days. Overall acceptable."
1927,好，，，，，，，，,"it is good,,,,,,,,"
1928,和超市一样的东西，京东快递送货 上门,"The same thing with the supermarket, Jingdong delivery delivery"
